title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members
Chao Zhi Neng Zu Qiu,36993,TV (Continuing),          -,summer,2013.0,2010-06-02 00:00:00,Original,52.0,6.25,1083.0
Larva 2nd Season,31673,TV (Continuing),          -,summer,2013.0,2013-01-05 00:00:00,-,34.0,6.25,1004.0
Dibetagurashi: Ahiru no Seikatsu,17733,TV (Continuing),          -,summer,2013.0,2013-04-07 00:00:00,-,39.0,5.81,883.0
Danchi Tomoo,17703,TV (Continuing),          -,summer,2013.0,2013-04-06 00:00:00,Manga,78.0,0.0,881.0
Mazinger ZIP!,18365,TV (Continuing),Kate Arrow,summer,2013.0,2013-04-08 00:00:00,-,237.0,5.46,878.0
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV (Continuing),          -,summer,2013.0,2012-11-16 06:45:00,Original,0.0,0.0,820.0
Ba La La Xiao Mo Xian: Qiji Wubu,31965,TV (Continuing),          -,summer,2013.0,2013-04-19 00:00:00,Original,52.0,5.81,808.0
Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,summer,2013.0,2011-03-26 00:00:00,Original,0.0,0.0,591.0
Xia Lan,34129,TV (Continuing),Beijing Rocen Digital,summer,2013.0,2012-01-29 00:00:00,Original,156.0,0.0,549.0
Bakujuu Gasshin Ziguru Hazeru,18227,TV (Continuing),Production Reed,summer,2013.0,2013-04-06 00:00:00,Other,6.0,0.0,482.0
Shima Kousaku no Asia Risshi-den,33538,TV (Continuing),          -,summer,2013.0,2013-05-10 00:00:00,Manga,26.0,0.0,475.0
Kayoe! Chuugaku,10797,TV (Continuing),DLE,summer,2013.0,2011-06-06 00:35:00,Original,425.0,0.0,427.0
Himitsukessha Taka no Tsume MAX,18241,TV (Continuing),DLE,summer,2013.0,2013-04-05 00:00:00,-,38.0,0.0,426.0
Tetsujin 28-gou Gao!,19445,TV (Continuing),Eiken,summer,2013.0,2013-04-06 04:52:00,Manga,151.0,0.0,388.0
Hello Jadoo,35920,TV (Continuing),          -,summer,2013.0,2011-07-18 00:00:00,Original,122.0,0.0,323.0
Ganbare! Oden-kun,16908,TV (Continuing),Kachidoki Studio,summer,2013.0,2013-01-12 00:00:00,Picture book,102.0,0.0,286.0
Odoriko Clinoppe,18469,TV (Continuing),          -,summer,2013.0,2013-05-09 00:00:00,-,26.0,0.0,235.0
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,18857,ONA,A-1 Pictures,summer,2013.0,2013-08-18 00:00:00,Light novel,3.0,6.37,129243.0
Yamada-kun to 7-nin no Majo,20359,ONA,LIDENFILMS,summer,2013.0,2013-08-25 00:00:00,Manga,1.0,7.28,53304.0
Saiki Kusuo no Ψ-nan (ONA),19469,ONA,J.C.Staff,summer,2013.0,2013-08-04 00:00:00,Manga,1.0,7.03,33137.0
Houseki no Kuni,19581,ONA,Studio Hibari,summer,2013.0,2013-07-19 00:00:00,Manga,1.0,6.6,15207.0
Imawa no Kuni no Alice,32548,ONA,Production I.G,summer,2013.0,2013-07-09 00:00:00,Manga,1.0,6.07,4249.0
Kakumeiki Valvrave Recaps,21077,ONA,Sunrise,summer,2013.0,2013-09-20 00:00:00,-,3.0,6.21,3106.0
Robot Girls Z Episode 0,30912,ONA,Toei Animation,summer,2013.0,2013-07-30 00:00:00,Original,1.0,6.09,3016.0
Zeonic Toyota Special Movie,20355,ONA,Sunrise,summer,2013.0,2013-08-25 00:00:00,Original,2.0,6.1,2669.0
Petting a Dog,29979,ONA,          -,summer,2013.0,2013-07-15 00:00:00,Original,1.0,3.85,1643.0
Picotopia,21607,ONA,          -,summer,2013.0,2013-07-03 00:00:00,Original,1.0,5.07,1281.0
Yakusoku (ONA),21065,ONA,          -,summer,2013.0,2013-08-13 00:00:00,Original,1.0,6.52,1254.0
Lemon Home Animation Gekijou,30367,ONA,          -,summer,2013.0,2013-07-31 00:00:00,Original,3.0,4.7,1019.0
Wasure-boshi,21591,ONA,          -,summer,2013.0,2013-07-03 00:00:00,-,1.0,5.7,877.0
KY-kei JC Kuuki-chan,19925,ONA,          -,summer,2013.0,2013-08-05 00:00:00,Original,6.0,5.45,712.0
Buddy Spirits,21107,ONA,          -,summer,2013.0,2013-09-03 00:00:00,Manga,1.0,5.29,704.0
Peeping Life: YouTuber-kun,20955,ONA,          -,summer,2013.0,2013-08-08 00:00:00,Original,4.0,4.51,660.0
Nude Batter Tetsuo,33283,ONA,          -,summer,2013.0,,Original,1.0,4.67,581.0
Hakusai Anime,19495,ONA,          -,summer,2013.0,2013-07-15 00:00:00,-,3.0,0.0,498.0
Nekketsu Tantei Jimusho,20581,ONA,          -,summer,2013.0,2013-09-16 00:00:00,-,5.0,5.29,456.0
"""R100"" x Mameshiba Original Manners",37626,ONA,          -,summer,2013.0,2013-09-11 00:00:00,Other,1.0,4.96,445.0
Ponkotsu Quest: Maou to Haken no Mamono-tachi,31667,ONA,          -,summer,2013.0,2013-08-22 00:00:00,Original,0.0,0.0,419.0
Kizuna (ONA),34120,ONA,          -,summer,2013.0,2013-09-19 00:00:00,Original,1.0,5.73,410.0
Go! Go! Kadendanshi,19169,ONA,DLE,summer,2013.0,2013-07-02 00:00:00,-,78.0,0.0,407.0
Itsumo Kokoro ni Ho,34121,ONA,          -,summer,2013.0,,Original,1.0,5.56,396.0
The Midnight★Animal,18919,ONA,Gonzo,summer,2013.0,2013-08-03 00:00:00,Original,12.0,0.0,364.0
JU Chuuko Jidousha Hanbaishi x Peeping Life,29752,ONA,          -,summer,2013.0,2013-09-30 00:00:00,-,2.0,0.0,341.0
Kino,35981,ONA,Drawing and Manual,summer,2013.0,2013-07-12 00:00:00,Original,2.0,0.0,319.0
Daiyoshi P Produce Ashita no Jobuubu,36261,ONA,DLE,summer,2013.0,2013-08-30 00:00:00,Original,10.0,0.0,250.0
MiniGARO,34629,ONA,          -,summer,2013.0,2013-07-16 00:00:00,Original,2.0,0.0,227.0
Kamiusagi Rope (ONA),30154,ONA,          -,summer,2013.0,2013-07-15 00:00:00,Original,0.0,0.0,217.0
Kamiusagi Rope x Tokyo Gas,35305,ONA,          -,summer,2013.0,2013-09-19 00:00:00,Original,2.0,0.0,204.0
Nani no Yaku ni Mo Tatanai Karappona Hanashi,33861,ONA,          -,summer,2013.0,2013-08-28 00:00:00,Radio,2.0,0.0,197.0
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,15037,OVA,asread.,summer,2013.0,2013-07-24 00:00:00,Visual novel,4.0,6.49,328862.0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,18753,OVA,Brain's Base,summer,2013.0,2013-09-19 00:00:00,Light novel,1.0,7.59,231365.0
To LOVE-Ru Darkness OVA,13851,OVA,Xebec,summer,2013.0,2012-08-17 00:00:00,Manga,6.0,7.56,118240.0
Fairy Tail x Rave,18393,OVA,"A-1 Pictures, Satelight",summer,2013.0,2013-08-16 00:00:00,Manga,1.0,7.16,114413.0
Kamisama Hajimemashita OVA,18661,OVA,TMS Entertainment,summer,2013.0,2013-08-20 00:00:00,Manga,2.0,8.01,107451.0
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,16866,OVA,Brain's Base,summer,2013.0,2013-08-12 00:00:00,Manga,1.0,7.12,94556.0
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,16444,OVA,Diomedéa,summer,2013.0,2013-07-20 00:00:00,Light novel,1.0,7.24,78844.0
Higurashi no Naku Koro ni Kaku: Outbreak,16700,OVA,Studio Deen,summer,2013.0,2013-08-15 00:00:00,Visual novel,1.0,7.22,63052.0
Sukitte Ii na yo.: Dareka ga,16868,OVA,Zexcs,summer,2013.0,2013-07-24 00:00:00,Manga,1.0,7.25,56619.0
Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,18745,OVA,Madhouse,summer,2013.0,2013-09-13 00:00:00,Manga,1.0,7.03,39405.0
Amnesia OVA,20655,OVA,Brain's Base,summer,2013.0,2013-09-25 00:00:00,Visual novel,1.0,6.35,30602.0
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,17643,OVA,J.C.Staff,summer,2013.0,2013-08-28 00:00:00,Visual novel,1.0,7.35,26864.0
Seitokai no Ichizon Lv.2: Watasu Seitokai,15963,OVA,AIC,summer,2013.0,2013-07-05 00:00:00,-,1.0,7.31,20847.0
Aa! Megami-sama! (2011),9611,OVA,AIC,summer,2013.0,2011-02-23 00:00:00,Manga,3.0,7.33,20305.0
Yowamushi Pedal: Special Ride,18177,OVA,TMS Entertainment,summer,2013.0,2013-08-08 00:00:00,Manga,1.0,7.37,17626.0
Minami-ke Natsuyasumi,20221,OVA,feel.,summer,2013.0,2013-08-06 00:00:00,Manga,1.0,7.38,16804.0
Kobayashi ga Kawai sugite Tsurai!!,19575,OVA,          -,summer,2013.0,2013-07-26 00:00:00,Manga,2.0,6.19,9239.0
Ark IX,17395,OVA,Hoods Entertainment,summer,2013.0,2013-07-02 00:00:00,Novel,1.0,5.09,8085.0
Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,17855,OVA,Tatsunoko Production,summer,2013.0,2013-08-16 00:00:00,Manga,1.0,6.74,8065.0
Mobile Suit Gundam AGE: Memory of Eden,17655,OVA,Sunrise,summer,2013.0,2013-07-26 00:00:00,-,2.0,6.64,4524.0
Nijiiro☆Prism Girl,19351,OVA,SynergySP,summer,2013.0,2013-08-03 00:00:00,Manga,4.0,6.14,3182.0
Sanjougattai Transformers Go!,19171,OVA,Tatsunoko Production,summer,2013.0,2013-07-01 00:00:00,-,10.0,5.17,691.0
Himitsukessha Taka no Tsume Six: Shimane wa Yatsura Da,41609,OVA,DLE,summer,2013.0,2013-09-13 00:00:00,Original,1.0,0.0,134.0
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,15039,Movie,A-1 Pictures,summer,2013.0,2013-08-31 00:00:00,Original,1.0,7.88,258172.0
Kaze Tachinu,16662,Movie,Studio Ghibli,summer,2013.0,2013-07-20 00:00:00,Manga,1.0,8.1,256770.0
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,15335,Movie,Sunrise,summer,2013.0,2013-07-06 00:00:00,Manga,1.0,8.94,199214.0
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,15197,Movie,Sunrise,summer,2013.0,2013-09-14 00:00:00,Original,1.0,7.49,122293.0
Kara no Kyoukai Movie: Mirai Fukuin,14807,Movie,ufotable,summer,2013.0,2013-09-28 00:00:00,Light novel,1.0,8.02,99198.0
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,19021,Movie,Kyoto Animation,summer,2013.0,2013-09-14 00:00:00,Light novel,1.0,7.37,91908.0
Captain Herlock,17269,Movie,"Marza Animation Planet, Toei Animation",summer,2013.0,2013-09-07 00:00:00,Manga,1.0,7.35,48866.0
Hakuouki Movie 1: Kyoto Ranbu,13117,Movie,Studio Deen,summer,2013.0,2013-08-24 00:00:00,Visual novel,1.0,7.63,25866.0
Fate/Zero Cafe,19165,Movie,ufotable,summer,2013.0,2013-07-13 00:00:00,4-koma manga,2.0,5.97,19453.0
Buki yo Saraba,17677,Movie,Sunrise,summer,2013.0,2013-07-20 00:00:00,Original,1.0,6.93,10900.0
Kara no Kyoukai Movie: Mirai Fukuin - Manner Movie,22847,Movie,ufotable,summer,2013.0,2013-09-28 00:00:00,-,1.0,6.08,8980.0
Gambo,17679,Movie,Sunrise,summer,2013.0,2013-07-20 00:00:00,Original,1.0,6.58,7896.0
Toriko Movie: Bishokushin no Special Menu,17699,Movie,Toei Animation,summer,2013.0,2013-07-27 00:00:00,Manga,1.0,7.12,6116.0
Metamorphose,31833,Movie,          -,summer,2013.0,2013-08-02 00:00:00,-,1.0,4.88,530.0
Taka no Tsume GO: Utsukushiki Elleair Shoushuu Plus,19535,Movie,DLE,summer,2013.0,2013-09-13 00:00:00,-,1.0,0.0,396.0
MiniGARO Manner Movie,34630,Movie,          -,summer,2013.0,2013-07-20 00:00:00,Original,2.0,0.0,214.0
Shingeki no Kyojin: Ano Hi Kara,19285,Special,Wit Studio,summer,2013.0,2013-07-07 00:00:00,Manga,1.0,7.28,119902.0
Free!: FrFr - Short Movie,19671,Special,Kyoto Animation,summer,2013.0,2013-09-11 00:00:00,Light novel,7.0,7.64,67455.0
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,19123,Special,Toei Animation,summer,2013.0,2013-08-24 00:00:00,Manga,1.0,8.2,50630.0
Shingeki no Kyojin Picture Drama,19391,Special,Studio Moriken,summer,2013.0,2013-07-17 00:00:00,Manga,9.0,6.62,49291.0
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,22763,Special,ufotable,summer,2013.0,2013-09-28 00:00:00,Manga,1.0,7.47,40731.0
Fate/kaleid liner Prisma☆Illya Specials,19109,Special,SILVER LINK.,summer,2013.0,2013-09-27 00:00:00,Manga,5.0,6.76,39072.0
Suisei no Gargantia Specials,19211,Special,Production I.G,summer,2013.0,2013-08-28 00:00:00,Original,2.0,7.19,37766.0
Toaru Kagaku no Railgun S: Motto Marutto Railgun,19697,Special,J.C.Staff,summer,2013.0,2013-07-24 00:00:00,Manga,2.0,7.06,31145.0
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,20035,Special,J.C.Staff,summer,2013.0,2013-08-28 00:00:00,-,1.0,7.09,22549.0
Hyakka Ryouran: Samurai Bride Specials,19255,Special,Arms,summer,2013.0,2013-06-26 00:00:00,Light novel,6.0,6.57,12185.0
Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,33155,Special,          -,summer,2013.0,2013-09-25 00:00:00,Original,1.0,6.12,7519.0
Genshiken Nidaime Specials,19889,Special,Production I.G,summer,2013.0,2013-09-04 00:00:00,-,4.0,6.72,6905.0
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,21575,Special,Production I.G,summer,2013.0,2013-07-26 00:00:00,-,4.0,6.25,6051.0
Short Peace Opening,19573,Special,Sunrise,summer,2013.0,2013-07-20 00:00:00,Original,1.0,6.2,5706.0
Girls & Panzer Heartful Tank Disc Picture Drama,23137,Special,Actas,summer,2013.0,2013-09-25 00:00:00,Original,4.0,6.58,4980.0
Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,29853,Special,          -,summer,2013.0,2013-09-25 00:00:00,Original,1.0,6.82,4293.0
Ro-Kyu-Bu! SS Recap,20155,Special,          -,summer,2013.0,2013-08-16 00:00:00,-,1.0,6.51,3927.0
Puchitto Gargantia: Marumaru no Gargantia,23099,Special,Production I.G,summer,2013.0,2013-09-25 00:00:00,-,1.0,6.02,2953.0
Mobile Suit Gundam Unicorn: One of Seventy Two,23943,Special,Sunrise,summer,2013.0,2013-08-03 00:00:00,Novel,1.0,6.32,2233.0
Zettai Bouei Leviathan: Mini Takibi Gekijou,19397,Special,Gonzo,summer,2013.0,2013-07-07 00:00:00,Game,13.0,5.87,1885.0
Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,19619,Special,Studio Comet,summer,2013.0,2013-07-22 00:00:00,Original,1.0,6.92,1412.0
Waanabi.jk,19811,Special,Studio Deen,summer,2013.0,2013-07-29 00:00:00,-,2.0,5.0,1222.0
Tanahashi Hiroshi X Mameshiba Pro Wrestling,33543,Special,          -,summer,2013.0,2013-07-09 00:00:00,Original,2.0,5.09,571.0
Bic Contact X Mameshiba Collab CM,33550,Special,          -,summer,2013.0,2013-08-02 00:00:00,Original,1.0,5.41,439.0
Glass no Kamen Desu ga to Z Specials,34336,Special,          -,summer,2013.0,2013-09-04 00:00:00,Manga,2.0,0.0,315.0
Pittarazu Gekijou Manner CM,42542,Special,DLE,summer,2013.0,2013-09-07 00:00:00,Original,9.0,0.0,76.0
Kill la Kill,18679,TV (New),Trigger,fall,2013.0,2013-10-04 02:05:00,Original,24.0,8.06,1481066.0
Kyoukai no Kanata,18153,TV (New),Kyoto Animation,fall,2013.0,2013-10-03 00:30:00,Light novel,12.0,7.75,1001480.0
Log Horizon,17265,TV (New),Satelight,fall,2013.0,2013-10-05 17:30:00,Light novel,25.0,7.96,983872.0
Golden Time,17895,TV (New),J.C.Staff,fall,2013.0,2013-10-04 02:35:00,Light novel,24.0,7.76,851030.0
Magi: The Kingdom of Magic,18115,TV (New),A-1 Pictures,fall,2013.0,2013-10-06 17:00:00,Manga,25.0,8.24,733709.0
Kuroko no Basket 2nd Season,16894,TV (New),Production I.G,fall,2013.0,2013-10-06 01:58:00,Manga,25.0,8.24,711068.0
Strike the Blood,18277,TV (New),"Connect, SILVER LINK.",fall,2013.0,2013-10-04 23:30:00,Light novel,24.0,7.08,565932.0
Nagi no Asu kara,16067,TV (New),P.A. Works,fall,2013.0,2013-10-03 22:00:00,Original,26.0,8.02,533528.0
Tokyo Ravens,16011,TV (New),8bit,fall,2013.0,2013-10-09 00:30:00,Light novel,24.0,7.47,430027.0
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",19221,TV (New),Diomedéa,fall,2013.0,2013-10-10 01:00:00,Light novel,10.0,7.21,367968.0
Non Non Biyori,17549,TV (New),SILVER LINK.,fall,2013.0,2013-10-08 02:05:00,Manga,12.0,7.95,367790.0
IS: Infinite Stratos 2,18247,TV (New),8bit,fall,2013.0,2013-10-04 01:58:00,Light novel,12.0,6.49,345959.0
Outbreak Company,19369,TV (New),feel.,fall,2013.0,2013-10-04 00:00:00,Light novel,12.0,7.24,314325.0
Diabolik Lovers,17513,TV (New),Zexcs,fall,2013.0,2013-09-16 00:00:00,Visual novel,12.0,5.23,299350.0
Machine-Doll wa Kizutsukanai,17247,TV (New),Lerche,fall,2013.0,2013-10-07 20:30:00,Light novel,12.0,7.09,291285.0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,18677,TV (New),asread.,fall,2013.0,2013-10-05 01:30:00,Light novel,12.0,6.86,267616.0
