title;MAL_id;type;release-season;release-year;crazy-gump score;friends_mean_score;nb_who_watched_it;friend_who_watched_it
Monogatari Series: Second Season;17074;TV;summer;2013;5;8;12;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;"
Detective Conan;235;TV;winter;2010;;8;147;"Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;"
Acchi Kocchi: Place=Princess;16273;Special;fall;2012;;8;3;"Djidji;DrNock;Yokanime;"
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari;11979;Movie;fall;2012;;8;5;"Djidji;DrNock;Yokanime;Steins02;SaberXTohsaka;"
Gintama: Enchousen;15417;TV;fall;2012;;8;4;"Djidji;Djidji;leejongki;leejongki;"
Kuroko no Basket;11771;TV;spring;2012;;8;8;"Djidji;Djidji;leejongki;leejongki;Steins02;Steins02;sazabiron;sazabiron;"
Usagi Drop;10162;TV;summer;2011;9;8;5;"Djidji;DrNock;leejongki;Steins02;sazabiron;"
Fate/Zero 2nd Season;11741;TV;spring;2012;9;8;7;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
Gintama;9969;TV;spring;2011;;8;8;"Djidji;Djidji;Djidji;Djidji;leejongki;leejongki;leejongki;leejongki;"
Jinrui wa Suitai Shimashita;10357;TV;summer;2012;;8;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
"Steins;Gate Movie: Fuka Ryouiki no Déjà vu";11577;Movie;spring;2013;;8;5;"Djidji;DrNock;Yokanime;Steins02;sazabiron;"
Seitokai Yakuindomo OVA;10119;OVA;spring;2011;;8;3;"Djidji;Zccdcccc;SaberXTohsaka;"
No Game No Life;19815;TV;spring;2014;7;7,875;8;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
Shinsekai yori;13125;TV;fall;2012;10;7,857142857;14;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;sazabiron;sazabiron;"
Hyouka;12189;TV;spring;2012;7;7,857142857;14;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;sazabiron;sazabiron;"
Sakura-sou no Pet na Kanojo;13759;TV;fall;2012;8;7,857142857;14;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;sazabiron;sazabiron;"
Kimi no Na wa.;32281;Movie;summer;2016;6;7,857142857;7;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;sazabiron;"
Boku no Hero Academia 2nd Season;33486;TV;spring;2017;7;7,833333333;12;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;sazabiron;sazabiron;"
Nisemonogatari;11597;TV;winter;2012;7;7,833333333;6;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;sazabiron;"
Fate/stay night: Unlimited Blade Works;22297;TV;fall;2014;7;7,833333333;6;"Djidji;DrNock;Yokanime;Steins02;SaberXTohsaka;sazabiron;"
"Steins;Gate";9253;TV;spring;2011;7;7,833333333;12;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;sazabiron;sazabiron;"
Ookami Kodomo no Ame to Yuki;12355;Movie;summer;2012;9;7,833333333;6;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;"
Mahou Shoujo Lyrical Nanoha: The Movie 2nd As;10153;Movie;summer;2012;;7,8;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Little Busters!: Refrain;18195;TV;fall;2013;;7,8;5;"DrNock;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;"
Kuroko no Basket 2nd Season;16894;TV;fall;2013;;7,8;10;"Djidji;Djidji;leejongki;leejongki;Yokanime;Yokanime;Steins02;Steins02;sazabiron;sazabiron;"
Nekomonogatari: Kuro;15689;TV;fall;2012;7;7,8;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Hibike! Euphonium;27989;TV;spring;2015;8;7,8;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Ansatsu Kyoushitsu;24833;TV;winter;2015;7;7,75;8;"Djidji;Djidji;leejongki;leejongki;Steins02;Steins02;sazabiron;sazabiron;"
Pokemon: The Origin;20159;Special;fall;2013;;7,75;4;"Djidji;DrNock;Yokanime;sazabiron;"
Eve no Jikan (Movie);7465;Movie;winter;2010;9;7,75;4;"DrNock;leejongki;Zccdcccc;Steins02;"
Kyousou Giga (TV);19703;TV;fall;2013;;7,75;4;"DrNock;Yokanime;Zccdcccc;Steins02;"
Lupin III: Part 5;35857;TV;spring;2018;9;7,75;8;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;"
Ballroom e Youkoso;34636;TV;summer;2017;9;7,75;8;"Djidji;Djidji;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;"
Kekkai Sensen;24439;TV;spring;2015;7;7,75;8;"DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;"
Sonny Boy;48849;TV;summer;2021;7;7,75;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Fate/Grand Order: Zettai Majuu Sensen Babylonia;38084;TV;fall;2019;;7,75;8;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;SaberXTohsaka;SaberXTohsaka;"
Odd Taxi;46102;TV;spring;2021;9;7,75;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Gin no Saji 2nd Season;19363;TV;winter;2014;8;7,75;4;"Djidji;DrNock;Steins02;sazabiron;"
Haikyuu!! To the Top;38883;TV;winter;2020;;7,75;4;"Djidji;DrNock;Yokanime;Steins02;"
Shokugeki no Souma: Ni no Sara;32282;TV;summer;2016;7;7,75;4;"Djidji;leejongki;Steins02;SaberXTohsaka;"
Nejimaki Seirei Senki: Tenkyou no Alderamin;31764;TV;summer;2016;4;7,75;4;"Djidji;Yokanime;Zccdcccc;Steins02;"
Horimiya;42897;TV;winter;2021;7;7,75;4;"Djidji;DrNock;Yokanime;Steins02;"
Evangelion: 3.0+1.0 Thrice Upon a Time;3786;Movie;winter;2021;;7,75;4;"Djidji;leejongki;Yokanime;Zccdcccc;"
Evangelion: 3.0 You Can (Not) Redo;3785;Movie;fall;2012;8;7,75;4;"Djidji;leejongki;Yokanime;Zccdcccc;"
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.;38790;TV;winter;2020;7;7,75;4;"Djidji;DrNock;Yokanime;Steins02;"
Barakamon;22789;TV;summer;2014;8;7,714285714;7;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;sazabiron;"
Dr. Stone;38691;TV;summer;2019;6;7,666666667;6;"Djidji;Djidji;Yokanime;Yokanime;Steins02;Steins02;"
Konohana Kitan;35241;TV;fall;2017;;7,666666667;3;"Djidji;DrNock;Yokanime;"
Princess Principal;35240;TV;summer;2017;5;7,666666667;3;"Djidji;DrNock;Yokanime;"
New Game!;31953;TV;summer;2016;;7,666666667;3;"Djidji;DrNock;Yokanime;"
"Panty &amp; Stocking with Garterbelt";8795;TV;fall;2010;;7,666666667;3;"Djidji;DrNock;Yokanime;"
Lupin III (2015);27947;TV;fall;2015;9;7,666666667;6;"DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;"
Gatchaman Crowds: Embrace;23703;Special;winter;2014;;7,666666667;3;"DrNock;Yokanime;Zccdcccc;"
Nanatsu no Taizai;23755;TV;fall;2014;6;7,666666667;12;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;sazabiron;sazabiron;"
Yakusoku no Neverland;37779;TV;winter;2019;9;7,666666667;3;"Djidji;DrNock;Steins02;"
Fruits Basket: The Final;42938;TV;spring;2021;;7,666666667;3;"Djidji;Yokanime;Steins02;"
Hinamatsuri (TV);36296;TV;spring;2018;7;7,666666667;3;"Djidji;DrNock;Zccdcccc;"
Space☆Dandy 2nd Season;23327;TV;summer;2014;;7,666666667;3;"DrNock;Yokanime;Zccdcccc;"
Saiki Kusuo no Ψ-nan 2;34612;TV;winter;2018;;7,666666667;6;"Djidji;Djidji;leejongki;leejongki;Steins02;Steins02;"
Go! Princess Precure;28669;TV;winter;2015;;7,666666667;12;"DrNock;DrNock;DrNock;DrNock;Yokanime;Yokanime;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Zccdcccc;Zccdcccc;"
Granbelm;39417;TV;summer;2019;8;7,666666667;3;"Djidji;DrNock;Yokanime;"
Saiki Kusuo no Ψ-nan;33255;TV;summer;2016;;7,666666667;6;"Djidji;Djidji;leejongki;leejongki;Steins02;Steins02;"
Ore Monogatari!!;28297;TV;spring;2015;6;7,666666667;6;"Yokanime;Yokanime;Zccdcccc;Zccdcccc;sazabiron;sazabiron;"
Kimetsu no Yaiba: Yuukaku-hen;47778;TV;winter;2022;7;7,666666667;3;"Djidji;leejongki;Yokanime;"
Kageki Shoujo!!;43691;TV;summer;2021;7;7,666666667;3;"Djidji;DrNock;Yokanime;"
Tsurune: Kazemai Koukou Kyuudoubu;36653;TV;fall;2018;;7,666666667;3;"Djidji;DrNock;Yokanime;"
WWW.Working!!;33094;TV;fall;2016;7;7,666666667;3;"Djidji;DrNock;Zccdcccc;"
Shoujo Shuumatsu Ryokou;35838;TV;fall;2017;7;7,666666667;3;"Djidji;DrNock;Yokanime;"
Blame! Movie;32086;Movie;spring;2017;7;7,666666667;3;"Djidji;DrNock;Zccdcccc;"
Fate/stay night: Unlimited Blade Works 2nd Season;28701;TV;spring;2015;6;7,666666667;6;"Djidji;DrNock;Yokanime;Steins02;SaberXTohsaka;sazabiron;"
SSSS.Gridman;35847;TV;fall;2018;6;7,666666667;3;"Djidji;DrNock;Yokanime;"
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus;22763;Special;summer;2013;;7,666666667;3;"Yokanime;Zccdcccc;Steins02;"
Re:Creators;34561;TV;spring;2017;;7,666666667;6;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;"
Shouwa Genroku Rakugo Shinjuu;28735;TV;winter;2016;9;7,666666667;3;"Djidji;DrNock;Yokanime;"
Shiroi Suna no Aquatope;46093;TV;summer;2021;8;7,666666667;6;"DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;"
Great Pretender;40052;TV;summer;2020;8;7,666666667;6;"DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;"
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze;37991;TV;fall;2018;;7,666666667;9;"Djidji;Djidji;Djidji;Zccdcccc;Zccdcccc;Zccdcccc;Steins02;Steins02;Steins02;"
Yagate Kimi ni Naru;37786;TV;fall;2018;7;7,666666667;3;"DrNock;Yokanime;Steins02;"
Toaru Kagaku no Railgun T;38481;TV;winter;2020;;7,666666667;9;"Djidji;Djidji;Djidji;DrNock;DrNock;DrNock;Zccdcccc;Zccdcccc;Zccdcccc;"
Yowamushi Pedal: Grande Road;24277;TV;fall;2014;;7,666666667;6;"Djidji;Djidji;Steins02;Steins02;sazabiron;sazabiron;"
Kokoro Connect;11887;TV;summer;2012;8;7,625;8;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
Danshi Koukousei no Nichijou;11843;TV;winter;2012;;7,625;8;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
Kami nomi zo Shiru Sekai: Megami-hen;16706;TV;summer;2013;;7,6;5;"Djidji;DrNock;Yokanime;Steins02;SaberXTohsaka;"
Hai to Gensou no Grimgar;31859;TV;winter;2016;6;7,6;5;"Djidji;DrNock;Yokanime;Zccdcccc;sazabiron;"
Aldnoah.Zero;22729;TV;summer;2014;6;7,6;5;"Djidji;DrNock;Yokanime;Steins02;sazabiron;"
Working!!;6956;TV;spring;2010;8;7,6;5;"Djidji;DrNock;Zccdcccc;Steins02;sazabiron;"
Dimension W;31163;TV;winter;2016;4;7,6;5;"Djidji;DrNock;Yokanime;Zccdcccc;sazabiron;"
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...;38555;TV;spring;2020;8;7,6;5;"Djidji;DrNock;Yokanime;Steins02;SaberXTohsaka;"
Kamisama no Inai Nichiyoubi;16009;TV;summer;2013;7;7,6;5;"DrNock;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
Dorohedoro;38668;TV;winter;2020;7;7,6;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
ReLIFE;30015;TV;summer;2016;8;7,6;5;"Djidji;DrNock;Zccdcccc;Steins02;sazabiron;"
Hotarubi no Mori e;10408;Movie;summer;2011;8;7,6;5;"Djidji;DrNock;leejongki;Zccdcccc;Steins02;"
Bungou Stray Dogs;31478;TV;spring;2016;7;7,6;5;"Djidji;DrNock;Yokanime;Steins02;sazabiron;"
Bungou Stray Dogs 2nd Season;32867;TV;fall;2016;8;7,6;5;"Djidji;DrNock;Yokanime;Steins02;sazabiron;"
Boku no Hero Academia 4th Season;38408;TV;fall;2019;7;7,6;10;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Steins02;Steins02;"
Kizumonogatari I: Tekketsu-hen;9260;Movie;winter;2016;;7,6;5;"Djidji;DrNock;Yokanime;Steins02;SaberXTohsaka;"
Kobayashi-san Chi no Maid Dragon;33206;TV;winter;2017;6;7,571428571;7;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;"
Chuunibyou demo Koi ga Shitai!;14741;TV;fall;2012;8;7,571428571;7;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
Log Horizon;17265;TV;fall;2013;6;7,571428571;14;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;sazabiron;sazabiron;"
One Punch Man;30276;TV;fall;2015;9;7,571428571;7;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;sazabiron;"
Gekkan Shoujo Nozaki-kun;23289;TV;summer;2014;7;7,571428571;7;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;sazabiron;"
Kokoro Connect: Michi Random;16001;Special;fall;2012;;7,571428571;7;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;SaberXTohsaka;sazabiron;"
Gintama.: Shirogane no Tamashii-hen;36838;TV;winter;2018;;7,5;2;"Djidji;leejongki;"
Hanebado!;37259;TV;summer;2018;7;7,5;2;"Djidji;Yokanime;"
"Girls &amp; Panzer: Kore ga Hontou no Anzio-sen Desu!";18619;OVA;summer;2014;;7,5;2;"DrNock;Yokanime;"
SK∞;42923;TV;winter;2021;;7,5;2;"Yokanime;Steins02;"
Mahoutsukai no Yome: Hoshi Matsu Hito;32902;OVA;summer;2016;8;7,5;12;"Djidji;Djidji;Djidji;DrNock;DrNock;DrNock;Yokanime;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Zccdcccc;"
World Trigger 2nd Season;40907;TV;winter;2021;;7,5;2;"Djidji;DrNock;"
Akagami no Shirayuki-hime 2nd Season;31173;TV;winter;2016;8;7,5;4;"Djidji;Yokanime;Zccdcccc;SaberXTohsaka;"
Yuru Yuri♪♪;12403;TV;summer;2012;;7,5;2;"DrNock;SaberXTohsaka;"
Senyoku no Sigrdrifa;41372;TV;fall;2020;;7,5;2;"DrNock;Yokanime;"
Love Live! Nijigasaki Gakuen School Idol Doukoukai;40879;TV;fall;2020;;7,5;2;"DrNock;Yokanime;"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan;39547;TV;summer;2020;7;7,5;2;"DrNock;Yokanime;"
Chuunibyou demo Koi ga Shitai! Movie: Take On Me;35608;Movie;winter;2018;;7,5;2;"Djidji;DrNock;"
Lupin the IIIrd: Mine Fujiko no Uso;39487;Movie;spring;2019;;7,5;2;"DrNock;Zccdcccc;"
Tsukimonogatari;28025;TV;fall;2014;;7,5;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Re:Zero kara Hajimeru Isekai Seikatsu;31240;TV;spring;2016;7;7,5;16;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;sazabiron;sazabiron;"
Tanaka-kun wa Itsumo Kedaruge;32093;TV;spring;2016;8;7,5;4;"Djidji;DrNock;Yokanime;sazabiron;"
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou;39741;Movie;summer;2019;;7,5;2;"leejongki;Yokanime;"
Gintama.: Porori-hen;35843;TV;fall;2017;;7,5;2;"Djidji;leejongki;"
BanG Dream! 2nd Season;37869;TV;winter;2019;;7,5;2;"DrNock;Yokanime;"
The iDOLM@STER;10278;TV;summer;2011;;7,5;8;"DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;"
High Score Girl: Extra Stage;38422;OVA;winter;2019;;7,5;2;"Djidji;DrNock;"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3;36371;Movie;fall;2019;6;7,5;2;"Yokanime;Zccdcccc;"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2;36370;Movie;fall;2019;7;7,5;2;"Yokanime;Zccdcccc;"
Haikyuu!!: Riku vs. Kuu;40262;OVA;winter;2020;;7,5;2;"DrNock;Steins02;"
Tansu Warashi.;10502;Movie;winter;2011;;7,5;2;"Djidji;DrNock;"
Senki Zesshou Symphogear XV;32843;TV;summer;2019;6;7,5;2;"Yokanime;Zccdcccc;"
Hidamari Sketch x SP;11237;Special;fall;2011;;7,5;2;"DrNock;Zccdcccc;"
Kotonoha no Niwa;16782;Movie;spring;2013;7;7,5;6;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;"
Concrete Revolutio: Choujin Gensou - The Last Song;32313;TV;spring;2016;;7,5;2;"Djidji;Zccdcccc;"
Promare;35848;Movie;spring;2019;;7,5;2;"Yokanime;Zccdcccc;"
Gakuen Babysitters;35222;TV;winter;2018;7;7,5;2;"Djidji;Steins02;"
Kyousou Giga;10893;ONA;fall;2011;;7,5;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Chikyuugai Shounen Shoujo;37914;ONA;winter;2022;;7,5;2;"Yokanime;Zccdcccc;"
Little Witch Academia: Mahoujikake no Parade;19489;Movie;fall;2015;;7,5;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
"Girls &amp; Panzer";14131;TV;fall;2012;6;7,5;8;"DrNock;DrNock;Yokanime;Yokanime;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;"
Kakushigoto (TV);40716;TV;spring;2020;7;7,5;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Coquelicot-zaka kara;10029;Movie;summer;2011;;7,5;4;"DrNock;leejongki;Yokanime;Steins02;"
Yondemasu yo, Azazel-san.;7762;OVA;winter;2010;;7,5;2;"Zccdcccc;Steins02;"
Haikyuu!! To the Top 2nd Season;40776;TV;fall;2020;;7,5;4;"Djidji;DrNock;Yokanime;Steins02;"
High Score Girl II;39570;TV;fall;2019;7;7,5;2;"Djidji;DrNock;"
Kimi no Koe wo Todoketai;33218;Movie;summer;2017;;7,5;2;"DrNock;Yokanime;"
Gundam Build Fighters: GM no Gyakushuu;35982;ONA;summer;2017;;7,5;2;"DrNock;Yokanime;"
Natsume Yuujinchou Shi;11665;TV;winter;2012;;7,5;2;"Zccdcccc;Steins02;"
Hourou Musuko;8426;TV;winter;2011;;7,5;2;"Djidji;DrNock;"
Senpai ga Uzai Kouhai no Hanashi;42351;TV;fall;2021;7;7,5;2;"Djidji;DrNock;"
New Game!: Watashi, Shain Ryokou tte Hajimete nano de...;34277;OVA;spring;2017;;7,5;2;"DrNock;Yokanime;"
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru;38659;TV;fall;2019;4;7,5;2;"Djidji;Steins02;"
Udon no Kuni no Kiniro Kemari;32673;TV;fall;2016;;7,5;2;"Djidji;DrNock;"
Magi: The Kingdom of Magic;18115;TV;fall;2013;;7,5;8;"Djidji;Djidji;DrNock;DrNock;Steins02;Steins02;sazabiron;sazabiron;"
Kill la Kill;18679;TV;fall;2013;8;7,5;12;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;"
Hibike! Euphonium 2;31988;TV;fall;2016;8;7,5;4;"Djidji;DrNock;Yokanime;Steins02;"
Yuri!!! on Ice;32995;TV;fall;2016;;7,5;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
"Pokemon Sun &amp; Moon";34034;TV;fall;2016;;7,5;26;"Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;DrNock;"
Uchouten Kazoku;17909;TV;summer;2013;7;7,5;6;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;"
ACCA: 13-ku Kansatsu-ka;33337;TV;winter;2017;8;7,5;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
World Trigger 3rd Season;44940;TV;fall;2021;;7,5;2;"Djidji;DrNock;"
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi;35823;ONA;spring;2017;;7,5;2;"Djidji;DrNock;"
Gintama.;34096;TV;winter;2017;;7,5;2;"Djidji;leejongki;"
Love Lab;16353;TV;summer;2013;6;7,5;4;"Djidji;DrNock;Yokanime;SaberXTohsaka;"
Yuyushiki;15911;TV;spring;2013;;7,5;2;"DrNock;Yokanime;"
Somali to Mori no Kamisama;39575;TV;winter;2020;7;7,5;2;"Djidji;Steins02;"
One Piece;21;TV;winter;2010;6;7,5;196;"leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;"
Noragami Aragoto;30503;TV;fall;2015;8;7,5;8;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
Selection Project;44275;TV;fall;2021;7;7,5;2;"DrNock;Yokanime;"
Jujutsu Kaisen (TV);40748;TV;fall;2020;8;7,5;12;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;"
Hoshiai no Sora;37972;TV;fall;2019;8;7,5;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Kanata no Astra;39198;TV;summer;2019;;7,5;4;"Djidji;DrNock;Zccdcccc;Steins02;"
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai;34100;Movie;summer;2017;;7,5;4;"Djidji;DrNock;Yokanime;SaberXTohsaka;"
Tenchi Souzou Design-bu;41762;TV;winter;2021;;7,5;2;"Djidji;Yokanime;"
Hidamari Sketch x Honeycomb;11239;TV;fall;2012;;7,5;2;"DrNock;Zccdcccc;"
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen;37491;TV;summer;2018;;7,5;2;"Djidji;leejongki;"
Fate/Zero: Onegai! Einzbern Soudanshitsu;13263;Special;winter;2012;;7,5;2;"Yokanime;SaberXTohsaka;"
