title,MAL_id,type,release-season,release-year,yokanime score,friends_mean_score,nb_who_watched_it,friend_who_watched_it
Puchitto Gargantia: Marumaru no Gargantia,23099.0,Special,summer,2013.0,,6.5,4.0,Aeden;Apey_;Aeden;Apey_;
Viva Namida,20613.0,Music,summer,2013.0,,6.5,4.0,Aeden;Apey_;Aeden;Apey_;
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,32900.0,Movie,spring,2017.0,7,6.5,8.0,Aeden;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Aeden;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;
Vandread: Taidou-hen,1112.0,OVA,winter,2001.0,,6.5,4.0,OoCaradryanoO;Fskng;OoCaradryanoO;Fskng;
Kindaichi Shounen no Jikenbo Returns,22817.0,TV,spring,2014.0,,6.5,8.0,kohaque;kohaque;Aeryst;Aeryst;kohaque;kohaque;Aeryst;Aeryst;
Ihatov Gensou: Kenji no Haru,1206.0,Movie,fall,1996.0,,6.5,4.0,DrNock;Noctis_Solaith;DrNock;Noctis_Solaith;
Herlock Saga: Nibelung no Yubiwa,1645.0,OVA,winter,1999.0,,6.5,12.0,ange_bleu;Exelen;Kabu;Noctis_Solaith;OoCaradryanoO;Aeryst;ange_bleu;Exelen;Kabu;Noctis_Solaith;OoCaradryanoO;Aeryst;
Ai no Kusabi,719.0,OVA,summer,1992.0,,6.5,4.0,Exelen;Noctis_Solaith;Exelen;Noctis_Solaith;
Daisougen no Chiisana Tenshi: Bush Baby,2913.0,TV,winter,1992.0,,6.5,16.0,Exelen;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Exelen;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Jungle Taitei (1989),2556.0,TV,winter,1990.0,,6.5,12.0,Exelen;Exelen;Exelen;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;Exelen;Exelen;Exelen;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;
Kumo no You ni Kaze no You ni,1032.0,Special,winter,1990.0,,6.5,4.0,DrNock;Noctis_Solaith;DrNock;Noctis_Solaith;
Kemono Friends 2,35313.0,TV,winter,2019.0,,6.5,4.0,Kmeuh;PiscesAmo;Kmeuh;PiscesAmo;
Gamers!,34280.0,TV,summer,2017.0,6,6.5,16.0,Kmeuh;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;Ouaf;Suryan;shanoliu;crazy-gump;Kmeuh;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;Ouaf;Suryan;shanoliu;crazy-gump;
Koko wa Green Wood,1804.0,OVA,fall,1991.0,,6.5,4.0,DrNock;Tinky;DrNock;Tinky;
Oni Chichi: Vacation,31789.0,OVA,spring,2016.0,,6.5,4.0,Araya;shanoliu;Araya;shanoliu;
Hashire Melos (Movie),4876.0,Movie,spring,1992.0,,6.5,4.0,DrNock;Keisuka_Watsushi;DrNock;Keisuka_Watsushi;
Digimon Adventure tri. 3: Kokuhaku,32551.0,Movie,summer,2016.0,,6.5,8.0,Kmeuh;Noctis_Solaith;Araya;Hakey;Kmeuh;Noctis_Solaith;Araya;Hakey;
Teekyuu 6 Specials,32816.0,Special,winter,2016.0,,6.5,4.0,Kmeuh;Keisuka_Watsushi;Kmeuh;Keisuka_Watsushi;
Pokemon Movie 13: Genei no Hasha Zoroark,7695.0,Movie,summer,2010.0,,6.5,4.0,Kmeuh;Noctis_Solaith;Kmeuh;Noctis_Solaith;
Mezzo DSA,222.0,TV,winter,2004.0,,6.5,4.0,Keisuka_Watsushi;kohaque;Keisuka_Watsushi;kohaque;
Eikyuu Kazoku,1106.0,Movie,spring,1997.0,,6.5,4.0,DrNock;Exelen;DrNock;Exelen;
Magi: Sinbad no Bouken (TV),31741.0,TV,spring,2016.0,,6.5,4.0,Noctis_Solaith;Tinky;Noctis_Solaith;Tinky;
A Kite,320.0,OVA,winter,1998.0,,6.5,16.0,DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Araya;Araya;DrNock;DrNock;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;Araya;Araya;
Himouto! Umaru-chanS,31234.0,Special,summer,2015.0,,6.5,16.0,ange_bleu;DrNock;Apey_;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;kohaque;Nodamin;ange_bleu;DrNock;Apey_;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;kohaque;Nodamin;
Never Giving Up!,42600.0,Music,summer,2020.0,,6.5,4.0,ange_bleu;Apey_;ange_bleu;Apey_;
Free! Movie 4: The Final Stroke - Zenpen,38400.0,Movie,summer,2021.0,,6.5,4.0,Apey_;Kmeuh;Apey_;Kmeuh;
Shin Koihime†Musou,6112.0,TV,fall,2009.0,,6.5,8.0,Keisuka_Watsushi;malcmojo;Araya;sylfer;Keisuka_Watsushi;malcmojo;Araya;sylfer;
Sayonara Watashi no Cramer Movie: First Touch,42798.0,Movie,spring,2021.0,7,6.5,4.0,Apey_;Noctis_Solaith;Apey_;Noctis_Solaith;
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,38256.0,TV,winter,2020.0,8,6.5,24.0,ange_bleu;DrNock;Kmeuh;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Ouaf;Suryan;Trit;Hakey;Mereck;ange_bleu;DrNock;Kmeuh;Mathxxl;Luttii;Noctis_Solaith;PiscesAmo;Ouaf;Suryan;Trit;Hakey;Mereck;
Tenchi Muyou! Ryououki 2nd Season Picture Drama,10351.0,Special,summer,1995.0,,6.5,4.0,ange_bleu;DrNock;ange_bleu;DrNock;
Palme no Ki,1141.0,Movie,winter,2002.0,,6.5,4.0,DrNock;Noctis_Solaith;DrNock;Noctis_Solaith;
Marulk-chan no Nichijou,40897.0,Movie,winter,2020.0,,6.5,4.0,Apey_;NooBenjy;Apey_;NooBenjy;
Chihayafuru 3: Ima Hitotabi no,41105.0,Special,winter,2020.0,,6.5,4.0,Apey_;Nodamin;Apey_;Nodamin;
Texhnolyze,26.0,TV,spring,2003.0,,6.5,8.0,DrNock;DrNock;crazy-gump;crazy-gump;DrNock;DrNock;crazy-gump;crazy-gump;
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,10217.0,TV,summer,2011.0,,6.5,4.0,Keisuka_Watsushi;Mereck;Keisuka_Watsushi;Mereck;
Nitaboh,1203.0,Movie,winter,2004.0,,6.5,4.0,DrNock;Aeryst;DrNock;Aeryst;
s.CRY.ed,168.0,TV,summer,2001.0,,6.5,8.0,Aeryst;Aeryst;Ramou;Ramou;Aeryst;Aeryst;Ramou;Ramou;
Marmalade Boy,334.0,TV,spring,1994.0,,6.5,24.0,Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;Exelen;Exelen;Exelen;Exelen;Exelen;Exelen;Tinky;Tinky;Tinky;Tinky;Tinky;Tinky;
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,43470.0,TV,spring,2022.0,,6.5,4.0,Noctis_Solaith;crazy-gump;Noctis_Solaith;crazy-gump;
Macross Δ Movie 2: Zettai Live!!!,38373.0,Movie,fall,2021.0,,6.5,4.0,Noctis_Solaith;PiscesAmo;Noctis_Solaith;PiscesAmo;
Cheer Danshi!!,32483.0,TV,summer,2016.0,,6.5,4.0,Noctis_Solaith;Mereck;Noctis_Solaith;Mereck;
Tonari no 801-chan R,6641.0,OVA,summer,2009.0,,6.5,4.0,Exelen;Mereck;Exelen;Mereck;
Zoku Touken Ranbu: Hanamaru,34863.0,TV,winter,2018.0,,6.5,4.0,Aeden;Noctis_Solaith;Aeden;Noctis_Solaith;
Lupin III: Lupin Ikka Seizoroi,13247.0,Special,winter,2012.0,,6.5,4.0,kohaque;Tinky;kohaque;Tinky;
Vandread: Gekitou-hen,1111.0,OVA,fall,2002.0,,6.5,4.0,OoCaradryanoO;Fskng;OoCaradryanoO;Fskng;
Konnichiwa Anne: Before Green Gables,5494.0,TV,spring,2009.0,,6.5,12.0,Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Exelen;Exelen;Exelen;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;
Walking Meat,33438.0,Movie,summer,2018.0,,6.5,4.0,Aeden;DrNock;Aeden;DrNock;
Aggressive Retsuko: We Wish You a Metal Christmas,38815.0,ONA,fall,2018.0,,6.5,12.0,Aeden;Apey_;Exelen;PiscesAmo;Suryan;Quakerultra;Aeden;Apey_;Exelen;PiscesAmo;Suryan;Quakerultra;
Cobra The Animation: The Psycho-Gun,4646.0,OVA,summer,2008.0,,6.5,8.0,Exelen;Noctis_Solaith;Keisuka_Watsushi;Tinky;Exelen;Noctis_Solaith;Keisuka_Watsushi;Tinky;
Toaru Majutsu no Index 10th Anniversary PV,27509.0,Special,summer,2014.0,,6.5,4.0,ange_bleu;Aeden;ange_bleu;Aeden;
Yu☆Gi☆Oh! VRAINS,34866.0,TV,spring,2017.0,,6.5,40.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;
Gintama: Shiroyasha Koutan,6945.0,Special,summer,2008.0,,6.5,4.0,kohaque;Aeryst;kohaque;Aeryst;
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,3954.0,Special,spring,2007.0,,6.5,4.0,Exelen;Mereck;Exelen;Mereck;
High School DxD Hero,34281.0,TV,spring,2018.0,7,6.5,4.0,Noctis_Solaith;shanoliu;Noctis_Solaith;shanoliu;
Vandread,180.0,TV,fall,2000.0,,6.5,24.0,ange_bleu;Kabu;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;shanoliu;Hakey;OoCaradryanoO;Aeryst;Fskng;Ramou;ange_bleu;Kabu;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;malcmojo;shanoliu;Hakey;OoCaradryanoO;Aeryst;Fskng;Ramou;
Fuyu no Semi,2238.0,OVA,winter,2007.0,,6.5,4.0,Exelen;Nodamin;Exelen;Nodamin;
Saiunkoku Monogatari,957.0,TV,spring,2006.0,,6.5,16.0,Exelen;Exelen;Exelen;Exelen;shanoliu;shanoliu;shanoliu;shanoliu;Exelen;Exelen;Exelen;Exelen;shanoliu;shanoliu;shanoliu;shanoliu;
Lupin III: Lupin Ansatsu Shirei,1438.0,Special,summer,1993.0,6,6.5,8.0,Aeden;Kabu;kohaque;Tinky;Aeden;Kabu;kohaque;Tinky;
Erementar Gerad,1250.0,TV,spring,2005.0,,6.5,40.0,Exelen;Exelen;NooBenjy;NooBenjy;Keisuka_Watsushi;Keisuka_Watsushi;Araya;Araya;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;Aeryst;Aeryst;Fskng;Fskng;Ramou;Ramou;Exelen;Exelen;NooBenjy;NooBenjy;Keisuka_Watsushi;Keisuka_Watsushi;Araya;Araya;shanoliu;shanoliu;OoCaradryanoO;OoCaradryanoO;Aeryst;Aeryst;Fskng;Fskng;Ramou;Ramou;MKG39;MKG39;Baka-saru;Baka-saru;
Babylon,37525.0,TV,fall,2019.0,7,6.5,4.0,Noctis_Solaith;crazy-gump;Noctis_Solaith;crazy-gump;
Digimon Adventure:,41074.0,TV,spring,2020.0,,6.5,24.0,Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Hakey;Hakey;Hakey;Hakey;Hakey;Hakey;
Sword Art Online: Alicization - War of Underworld 2nd Season,40540.0,TV,summer,2020.0,6,6.5,16.0,Aeden;DrNock;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;Araya;shanoliu;Aeden;DrNock;Noctis_Solaith;Keisuka_Watsushi;PiscesAmo;Ouaf;Araya;shanoliu;
The Hakkenden,1822.0,OVA,fall,1990.0,,6.5,4.0,Aeden;DrNock;Aeden;DrNock;
Kujira no Chouyaku,1204.0,Movie,fall,1998.0,,6.5,4.0,Exelen;Noctis_Solaith;Exelen;Noctis_Solaith;
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,40960.0,TV,summer,2021.0,,6.5,4.0,Aeden;NooBenjy;Aeden;NooBenjy;
Taiho Shichau zo (TV),1372.0,TV,fall,1996.0,,6.5,16.0,Exelen;Exelen;Exelen;Exelen;kohaque;kohaque;kohaque;kohaque;Exelen;Exelen;Exelen;Exelen;kohaque;kohaque;kohaque;kohaque;
Tenchi Muyou! in Love,1006.0,Movie,spring,1996.0,,6.5,4.0,Exelen;Noctis_Solaith;Exelen;Noctis_Solaith;
Kaiketsu Zorro,3010.0,TV,spring,1996.0,,6.5,32.0,Exelen;Exelen;Exelen;Exelen;Hakey;Hakey;Hakey;Hakey;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;Aeryst;Aeryst;Aeryst;Aeryst;Exelen;Exelen;Exelen;Exelen;Hakey;Hakey;Hakey;Hakey;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;OoCaradryanoO;Aeryst;Aeryst;Aeryst;Aeryst;
Uramichi Oniisan,40620.0,TV,summer,2021.0,,6.5,4.0,Noctis_Solaith;Hakey;Noctis_Solaith;Hakey;
Samurai 7,166.0,TV,summer,2004.0,,6.5,16.0,Kabu;Kabu;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;Fskng;Fskng;Kabu;Kabu;Keisuka_Watsushi;Keisuka_Watsushi;shanoliu;shanoliu;Fskng;Fskng;
Girly Air Force,37998.0,TV,winter,2019.0,,6.5,4.0,NooBenjy;Mereck;NooBenjy;Mereck;
Tailenders,6162.0,Movie,fall,2009.0,,6.5,8.0,DrNock;PiscesAmo;Araya;Fskng;DrNock;PiscesAmo;Araya;Fskng;
Persona 3 the Movie 2: Midsummer Knights Dream,21473.0,Movie,spring,2014.0,7,6.5,8.0,DrNock;Noctis_Solaith;Araya;OoCaradryanoO;DrNock;Noctis_Solaith;Araya;OoCaradryanoO;
Otona Joshi no Anime Time,10178.0,Special,winter,2011.0,7,6.5,4.0,DrNock;Apey_;DrNock;Apey_;
Wooser no Sono Higurashi: Mugen-hen,29017.0,TV,summer,2015.0,,6.5,12.0,DrNock;Apey_;Exelen;Luttii;RdNetwork;Nodamin;DrNock;Apey_;Exelen;Luttii;RdNetwork;Nodamin;
Seikimatsu Occult Gakuin Specials,9220.0,Special,fall,2010.0,,6.5,4.0,Apey_;Exelen;Apey_;Exelen;
Senkou no Night Raid Specials,8800.0,Special,spring,2010.0,,6.5,4.0,DrNock;Apey_;DrNock;Apey_;
Kaijin Kaihatsu-bu no Kuroitsu-san,49385.0,TV,winter,2022.0,,6.5,4.0,DrNock;Keisuka_Watsushi;DrNock;Keisuka_Watsushi;
Hakubo,34972.0,Movie,spring,2019.0,,6.5,8.0,DrNock;Kmeuh;Suryan;kohaque;DrNock;Kmeuh;Suryan;kohaque;
Shoka,8337.0,Special,winter,2010.0,,6.5,4.0,DrNock;Exelen;DrNock;Exelen;
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,10628.0,OVA,fall,2010.0,,6.5,8.0,DrNock;Apey_;Noctis_Solaith;Araya;DrNock;Apey_;Noctis_Solaith;Araya;
Adachi to Shimamura,39790.0,TV,fall,2020.0,8,6.5,12.0,DrNock;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;Trit;crazy-gump;DrNock;NooBenjy;Noctis_Solaith;Keisuka_Watsushi;Trit;crazy-gump;
Robotica*Robotics,12137.0,OVA,summer,2010.0,,6.5,4.0,Apey_;Nodamin;Apey_;Nodamin;
Hatsukoi Limited.: Gentei Shoujo,6882.0,Special,summer,2009.0,,6.5,4.0,Apey_;kohaque;Apey_;kohaque;
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,35823.0,ONA,spring,2017.0,,6.5,8.0,DrNock;Apey_;NooBenjy;Nodamin;DrNock;Apey_;NooBenjy;Nodamin;
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",20939.0,OVA,spring,2014.0,,6.5,8.0,DrNock;Apey_;shanoliu;sylfer;DrNock;Apey_;shanoliu;sylfer;
Chuunibyou demo Koi ga Shitai! Ren Lite,21797.0,ONA,fall,2013.0,5,6.5,8.0,DrNock;Apey_;NooBenjy;Nodamin;DrNock;Apey_;NooBenjy;Nodamin;
Blue Period,46352.0,TV,fall,2021.0,,6.5,4.0,DrNock;Noctis_Solaith;DrNock;Noctis_Solaith;
Papa no Iukoto wo Kikinasai!,11179.0,TV,winter,2012.0,,6.5,20.0,DrNock;Apey_;NooBenjy;Luttii;Keisuka_Watsushi;malcmojo;Trit;kohaque;shanoliu;sylfer;DrNock;Apey_;NooBenjy;Luttii;Keisuka_Watsushi;malcmojo;Trit;kohaque;shanoliu;sylfer;
Kimi ni Todoke: Kataomoi,10152.0,Special,winter,2011.0,,6.5,8.0,DrNock;Apey_;Trit;Tinky;DrNock;Apey_;Trit;Tinky;
Shakugan no Shana S,6572.0,OVA,fall,2009.0,,6.5,48.0,Apey_;Apey_;Apey_;Apey_;NooBenjy;NooBenjy;NooBenjy;NooBenjy;Kabu;Kabu;Kabu;Kabu;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;malcmojo;malcmojo;malcmojo;malcmojo;Fskng;Fskng;Fskng;Fskng;Apey_;Apey_;Apey_;Apey_;NooBenjy;NooBenjy;NooBenjy;NooBenjy;Kabu;Kabu;Kabu;Kabu;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;Keisuka_Watsushi;malcmojo;malcmojo;malcmojo;malcmojo;Fskng;Fskng;Fskng;Fskng;
Date A Live IV,41461.0,TV,spring,2022.0,,6.5,8.0,DrNock;Noctis_Solaith;Keisuka_Watsushi;crazy-gump;DrNock;Noctis_Solaith;Keisuka_Watsushi;crazy-gump;
Ginga e Kickoff!!,12875.0,TV,spring,2012.0,,6.5,32.0,DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;RdNetwork;RdNetwork;RdNetwork;RdNetwork;DrNock;DrNock;DrNock;DrNock;Apey_;Apey_;Apey_;Apey_;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;Noctis_Solaith;RdNetwork;RdNetwork;RdNetwork;RdNetwork;
Yama no Susume Second Season Specials,27887.0,Special,fall,2014.0,7,6.5,16.0,DrNock;DrNock;Apey_;Apey_;NooBenjy;NooBenjy;Nodamin;Nodamin;DrNock;DrNock;Apey_;Apey_;NooBenjy;NooBenjy;Nodamin;Nodamin;
Ajin Part 1: Shoudou,30868.0,Movie,fall,2015.0,,6.5,4.0,DrNock;Noctis_Solaith;DrNock;Noctis_Solaith;
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,34445.0,TV,fall,2017.0,7,6.5,8.0,DrNock;Mathxxl;Noctis_Solaith;crazy-gump;DrNock;Mathxxl;Noctis_Solaith;crazy-gump;
Gundam Build Fighters Specials,27907.0,Special,winter,2014.0,,6.5,8.0,DrNock;Apey_;Noctis_Solaith;Araya;DrNock;Apey_;Noctis_Solaith;Araya;
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,37109.0,Special,spring,2018.0,,6.5,8.0,DrNock;Apey_;NooBenjy;Nodamin;DrNock;Apey_;NooBenjy;Nodamin;
"Chis Sweet Home: Chi to Kocchi, Deau.",7972.0,OVA,spring,2010.0,,6.5,4.0,Apey_;Nodamin;Apey_;Nodamin;
Godzilla 2: Kessen Kidou Zoushoku Toshi,36816.0,Movie,spring,2018.0,8,6.5,4.0,DrNock;Suryan;DrNock;Suryan;
"Yondemasu yo, Azazel-san. Z",16241.0,TV,spring,2013.0,,6.5,8.0,DrNock;Exelen;Keisuka_Watsushi;OoCaradryanoO;DrNock;Exelen;Keisuka_Watsushi;OoCaradryanoO;
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,4188.0,OVA,summer,2008.0,,6.5,8.0,Apey_;Noctis_Solaith;Araya;Apey_;Noctis_Solaith;Araya;AudreyAzura;MKG39;
Fukigen na Mononokean,32696.0,TV,summer,2016.0,,6.5,8.0,DrNock;Apey_;kohaque;Nodamin;DrNock;Apey_;kohaque;Nodamin;
Urara Meirochou,32924.0,TV,winter,2017.0,8,6.5,16.0,DrNock;Apey_;Kmeuh;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;kohaque;DrNock;Apey_;Kmeuh;NooBenjy;Luttii;Noctis_Solaith;Keisuka_Watsushi;kohaque;
Harukana Receive,35983.0,TV,summer,2018.0,7,6.5,12.0,DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Mereck;DrNock;Apey_;NooBenjy;Luttii;Noctis_Solaith;Mereck;
"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",32174.0,Special,winter,2016.0,7,6.5,8.0,DrNock;Apey_;Noctis_Solaith;kohaque;DrNock;Apey_;Noctis_Solaith;kohaque;
Sorairo Utility,50209.0,Special,fall,2021.0,7,6.5,4.0,DrNock;Kmeuh;DrNock;Kmeuh;
Wakaba*Girl,30355.0,TV,summer,2015.0,,6.5,12.0,DrNock;Apey_;NooBenjy;kohaque;Nodamin;Mereck;DrNock;Apey_;NooBenjy;kohaque;Nodamin;Mereck;
"Wake Up, Girls!",19023.0,TV,winter,2014.0,5,6.5,12.0,DrNock;Apey_;NooBenjy;Noctis_Solaith;Tinky;Mereck;DrNock;Apey_;NooBenjy;Noctis_Solaith;Tinky;Mereck;
Sketchbook: Full Colors Picture Drama,6251.0,Special,winter,2008.0,,6.5,4.0,Apey_;NooBenjy;Apey_;NooBenjy;
"Wake Up, Girls! Shichinin no Idol",21189.0,Movie,winter,2014.0,7,6.5,16.0,DrNock;Apey_;Exelen;NooBenjy;Luttii;Noctis_Solaith;kohaque;Mereck;DrNock;Apey_;Exelen;NooBenjy;Luttii;Noctis_Solaith;kohaque;Mereck;
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,34376.0,Movie,summer,2017.0,,6.5,4.0,DrNock;Noctis_Solaith;DrNock;Noctis_Solaith;
To Heart 2 Adnext,9005.0,OVA,summer,2010.0,,6.5,8.0,DrNock;malcmojo;Araya;sylfer;DrNock;malcmojo;Araya;sylfer;
Natsuyuki Rendezvous,13585.0,TV,summer,2012.0,,6.5,12.0,DrNock;Apey_;kohaque;crazy-gump;Tinky;Fskng;DrNock;Apey_;kohaque;crazy-gump;Tinky;Fskng;
Ashita Sekai ga Owaru toshitemo,38464.0,Movie,winter,2019.0,,6.5,4.0,DrNock;Trit;DrNock;Trit;
Kaginado,48775.0,TV,fall,2021.0,,6.5,8.0,DrNock;Apey_;Kmeuh;Luttii;DrNock;Apey_;Kmeuh;Luttii;
Kamisama Hajimemashita OVA,18661.0,OVA,summer,2013.0,,6.5,8.0,DrNock;Apey_;NooBenjy;Tinky;DrNock;Apey_;NooBenjy;Tinky;
Slow Start,35540.0,TV,winter,2018.0,8,6.5,12.0,DrNock;Apey_;NooBenjy;Luttii;kohaque;Mereck;DrNock;Apey_;NooBenjy;Luttii;kohaque;Mereck;
One Off,13283.0,OVA,summer,2012.0,,6.5,8.0,DrNock;Apey_;NooBenjy;shanoliu;DrNock;Apey_;NooBenjy;shanoliu;
Anne Happy♪,31080.0,TV,spring,2016.0,6,6.5,12.0,DrNock;Apey_;Luttii;kohaque;Nodamin;Mereck;DrNock;Apey_;Luttii;kohaque;Nodamin;Mereck;
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,15431.0,OVA,summer,2012.0,,6.5,8.0,DrNock;Apey_;NooBenjy;Keisuka_Watsushi;DrNock;Apey_;NooBenjy;Keisuka_Watsushi;
Recorder to Randoseru,14627.0,OVA,summer,2012.0,,6.5,8.0,DrNock;Apey_;malcmojo;Mereck;DrNock;Apey_;malcmojo;Mereck;
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,22859.0,Special,winter,2014.0,,6.5,4.0,DrNock;Apey_;DrNock;Apey_;
Kishuku Gakkou no Juliet,37475.0,TV,fall,2018.0,,6.5,16.0,DrNock;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;Trit;crazy-gump;Mereck;DrNock;Mathxxl;Luttii;Noctis_Solaith;Keisuka_Watsushi;Trit;crazy-gump;Mereck;
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",25719.0,Special,summer,2014.0,,6.5,8.0,DrNock;Apey_;Nodamin;Mereck;DrNock;Apey_;Nodamin;Mereck;
Code Geass: Hangyaku no Lelouch R2 Picture Drama,5163.0,Special,summer,2008.0,,6.5,8.0,Apey_;Noctis_Solaith;Araya;Nodamin;Apey_;Noctis_Solaith;Araya;Nodamin;
"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",23447.0,Special,summer,2014.0,7,6.5,8.0,DrNock;Apey_;Noctis_Solaith;kohaque;DrNock;Apey_;Noctis_Solaith;kohaque;
Break Blade Movie 2: Ketsubetsu no Michi,8514.0,Movie,spring,2010.0,,6.5,8.0,DrNock;Noctis_Solaith;Araya;Fskng;DrNock;Noctis_Solaith;Araya;Fskng;
Robotics;Notes,13599.0,TV,fall,2012.0,5,6.484848484848484,66.0,ange_bleu;ange_bleu;Aeden;Aeden;DrNock;DrNock;Apey_;Apey_;NooBenjy;NooBenjy;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;Suryan;Suryan;Trit;Trit;kohaque;kohaque;shanoliu;shanoliu;Tinky;Tinky;Fskng;Fskng;ange_bleu;ange_bleu;Aeden;Aeden;DrNock;DrNock;Apey_;Apey_;NooBenjy;NooBenjy;Kabu;Kabu;Noctis_Solaith;Noctis_Solaith;Keisuka_Watsushi;Keisuka_Watsushi;PiscesAmo;PiscesAmo;Ouaf;Ouaf;Suryan;Suryan;Trit;Trit;kohaque;kohaque;shanoliu;shanoliu;Tinky;Tinky;Fskng;Fskng;DL21;DL21;
Colorful (Movie),8142.0,Movie,summer,2010.0,4,6.48,25.0,ange_bleu;DrNock;Apey_;Kmeuh;NooBenjy;Noctis_Solaith;PiscesAmo;Quakerultra;OoCaradryanoO;Tinky;Fskng;Mereck;ange_bleu;DrNock;Apey_;Kmeuh;NooBenjy;Noctis_Solaith;PiscesAmo;Quakerultra;OoCaradryanoO;Tinky;Fskng;Mereck;nalatskm;
