title,MAL_id,type,studio,release-season,release-year,release-date,source-material,genres,themes,demographics,episodes,score,members
Yao Shen Ji 5th Season,50274,ONA,['Ruo Hong Culture'],fall,2021.0,,Novel,"['Action', 'Adventure', 'Fantasy', 'Romance']",[],,104.0,7.25,3200.0
Dou Shen Ji,50021,ONA,['Seven Stone Entertainment'],fall,2021.0,,Original,"['Action', 'Sci-Fi']",[],,12.0,5.78,3100.0
The Missing 8,50689,ONA,['Wit Studio'],fall,2021.0,,Original,['Sci-Fi'],[],,8.0,6.38,2300.0
Fanren Xiu Xian Chuan 2nd Season,50207,ONA,"['Original Force', 'Wonder Cat Animation']",fall,2021.0,,Novel,"['Action', 'Adventure', 'Fantasy']",[],,51.0,7.41,2000.0
Binghuo Mochu,50581,ONA,['Joicy Studio'],fall,2021.0,,Manga,"['Action', 'Adventure', 'Fantasy']",[],,52.0,7.02,2000.0
Massara,50597,ONA,['Enishiya'],fall,2021.0,,Music,['Slice of Life'],[],,1.0,6.93,1900.0
Xue Ying Ling Zhu 3rd Season,49569,ONA,['Mili Pictures'],fall,2021.0,,Web novel,"['Action', 'Adventure', 'Fantasy', 'Romance']",[],,26.0,7.08,1700.0
Zhen Wu Dianfeng,50647,ONA,['Ruo Hong Culture'],fall,2021.0,,Original,"['Action', 'Adventure', 'Fantasy']",[],,40.0,6.61,1700.0
Zi Chuan,44389,ONA,['BUILD DREAM'],fall,2021.0,,Novel,"['Action', 'Fantasy']",[],,42.0,6.9,1600.0
Ba Ma Laizi Er Ciyuan,44072,ONA,['Paper Animation'],fall,2021.0,,Manga,['Comedy'],[],,24.0,6.17,1400.0
Kaiju Decode,40717,ONA,['Tsuburaya Productions'],fall,2021.0,,Original,[],[],,1.0,0.0,1300.0
Jian Yu Feng Yun,50501,ONA,['Ruo Hong Culture'],fall,2021.0,,Original,"['Action', 'Adventure', 'Fantasy']",[],,40.0,6.56,1100.0
Artiswitch Picture Drama,50515,ONA,['Sunrise'],fall,2021.0,,Original,"['Slice of Life', 'Supernatural']",[],,5.0,6.52,1100.0
Huan You Lieren,50604,ONA,['Colored Pencil Animation'],fall,2021.0,,Novel,"['Adventure', 'Sci-Fi']",[],,12.0,5.92,1100.0
Mao Zhi Ming,49380,ONA,['Unknown'],fall,2021.0,,Web manga,['Comedy'],[],,12.0,6.54,1100.0
20-pun de Oitsukeru: Shingeki no Kyojin,51241,ONA,"['MAPPA', 'Wit Studio']",fall,2021.0,,Manga,"['Action', 'Drama', 'Fantasy', 'Mystery']",[],,1.0,6.03,1100.0
Wangu Jian Shen,50398,ONA,['Unknown'],fall,2021.0,,Novel,"['Action', 'Fantasy', 'Supernatural']",[],,38.0,6.32,1000.0
Wan Yu Feng Shen,50588,ONA,['Soyep'],fall,2021.0,,Novel,"['Action', 'Fantasy']",[],,60.0,6.23,930.0
Shiguang Daili Ren x Vatti: Nan Qin Na Yi Wan Mifang Da Gongkai!,51665,ONA,['Unknown'],fall,2021.0,,Original,['Gourmet'],[],,1.0,6.27,915.0
Renjian Zui Deyi,50378,ONA,['Soyep'],fall,2021.0,,Novel,"['Action', 'Fantasy']",[],,60.0,6.28,870.0
Shenyi Jiu Xiaojie,50521,ONA,['Soyep'],fall,2021.0,,Novel,"['Fantasy', 'Romance']",[],,60.0,6.57,855.0
Battle Spirits: Mirage,48810,ONA,['Bandai Namco Pictures'],fall,2021.0,,Card game,"['Adventure', 'Sci-Fi']",[],,4.0,6.22,837.0
Shu Shan Qi Xian Lu,46924,ONA,['Unknown'],fall,2021.0,,Manga,['Fantasy'],[],,10.0,5.96,789.0
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season,50290,ONA,['AQUA ARIS'],fall,2021.0,,Web manga,"['Boys Love', 'Fantasy']",[],,3.0,5.76,732.0
Sharedol,50136,ONA,"['Dangun Pictures', 'Toei Animation']",fall,2021.0,,Original,[],[],,1.0,6.4,717.0
Jing: Shuang Cheng 2nd Season,50280,ONA,['Unknown'],fall,2021.0,,Novel,"['Action', 'Adventure', 'Fantasy']",[],,18.0,6.75,604.0
Condom Battler Gorou: Revive,50503,ONA,['Unknown'],fall,2021.0,,Original,['Action'],[],,2.0,5.74,526.0
Shanshen Yu Xiaozao,50603,ONA,['Unknown'],fall,2021.0,,Manga,"['Fantasy', 'Romance', 'Slice of Life', 'Supernatural']",[],,18.0,0.0,521.0
Feng Qi Luoyang Zhi Shen Ji Shaonian,50657,ONA,['Chosen'],fall,2021.0,,Original,"['Action', 'Adventure', 'Fantasy']",[],,16.0,6.49,513.0
Jashin-chan Mame Anime,52006,ONA,['Nomad'],fall,2021.0,,Web manga,['Comedy'],[],,29.0,0.0,462.0
Shijian Qiutu,50644,ONA,['Unknown'],fall,2021.0,,Original,"['Action', 'Sci-Fi', 'Supernatural']",[],,12.0,6.25,445.0
"Kumo no Ue wa Itsumo, Hare",50845,ONA,['Unknown'],fall,2021.0,,Original,"['Drama', 'Slice of Life']",[],,1.0,0.0,401.0
Inko Colors the Animation 2,50090,ONA,['Unknown'],fall,2021.0,,Original,"['Adventure', 'Slice of Life']",[],,1.0,6.19,391.0
VERSEⁿ: Episodeⁿ - Kuusou,50383,ONA,['Enishiya'],fall,2021.0,,Original,['Fantasy'],[],,1.0,6.29,391.0
Xin Qin Shi Mingyue,51216,ONA,['Unknown'],fall,2021.0,,Novel,"['Action', 'Fantasy']",[],,39.0,0.0,372.0
Zi Chuan: Yincang Hudong Ju,51197,ONA,['BUILD DREAM'],fall,2021.0,,Novel,"['Action', 'Fantasy']",[],,9.0,0.0,329.0
Mameshiba 2nd Season,52485,ONA,['Unknown'],fall,2021.0,,Original,['Comedy'],[],,0.0,0.0,326.0
Chinzei Hachirou Tametomo (2021),50510,ONA,['Production I.G'],fall,2021.0,,Original,"['Action', 'Adventure', 'Comedy']",[],,13.0,0.0,312.0
Hisui Kobanashi,51871,ONA,['Unknown'],fall,2021.0,,Game,['Comedy'],[],,2.0,5.86,299.0
Oni no Hanayome wa Taberaretai,50621,ONA,['Magia Doraglier'],fall,2021.0,,Manga,"['Romance', 'Supernatural']",[],,2.0,0.0,278.0
Kimi wa Houkago Insomnia PV,52822,ONA,['Unknown'],fall,2021.0,,Manga,['Slice of Life'],"['Iyashikei', 'School']",Seinen,1.0,0.0,238.0
Mao Zhi Ming Episode 5.5,50810,ONA,['Unknown'],fall,2021.0,,Manga,"['Comedy', 'Fantasy']",[],,1.0,0.0,230.0
Hatachi no Ryouma with Kurofune-kun!,38097,ONA,['DLE'],fall,2021.0,,Original,['Sci-Fi'],['Historical'],Kids,0.0,0.0,220.0
Taiko no Tatsujin Anime Ba-Jon!,50388,ONA,['Unknown'],fall,2021.0,,Game,['Comedy'],['Music'],Kids,0.0,0.0,203.0
Rich Keikan Cash!,49598,ONA,['Unknown'],fall,2021.0,,Manga,['Comedy'],['Detective'],Kids,0.0,0.0,172.0
Bai Yue Er,51397,ONA,['Unknown'],fall,2021.0,,Original,['Drama'],[],,1.0,0.0,145.0
Doom Breaker PV,52880,ONA,['Unknown'],fall,2021.0,,Manga,"['Action', 'Fantasy']",[],,1.0,0.0,137.0
Closure no Kimitsu File,48994,ONA,['Yostar Pictures'],fall,2021.0,,Game,['Comedy'],[],,17.0,0.0,123.0
Lovers of the Red Sky PV,52879,ONA,['Unknown'],fall,2021.0,,Manga,['Romance'],[],,1.0,0.0,109.0
Hongse Jiangshan: Huangma Fenghuo,50232,ONA,['Unknown'],fall,2021.0,,Other,[],[],,13.0,0.0,98.0
Bu Bai Chi Hua Shanhai Jing,50295,ONA,['Unknown'],fall,2021.0,,Original,['Comedy'],[],,41.0,0.0,92.0
Ashuai 6th Season,50297,ONA,['Unknown'],fall,2021.0,,Manga,['Comedy'],['School'],Kids,34.0,0.0,89.0
Ruguo Lishi Shi Yiqun Miao 7th Season,50294,ONA,['Unknown'],fall,2021.0,,Web manga,['Comedy'],['Historical'],Kids,12.0,0.0,82.0
Shouji Li de Huanxiong Xiao Zhen 2nd Season,50292,ONA,['TthunDer Animation'],fall,2021.0,,Web manga,"['Comedy', 'Slice of Life']",[],,26.0,0.0,82.0
Menghuan Shuyuan 6th Season,51760,ONA,['Unknown'],fall,2021.0,,Game,"['Comedy', 'Fantasy']",[],,12.0,0.0,75.0
Wo Jiao MT: Guilai,50703,ONA,['Unknown'],fall,2021.0,,Game,"['Adventure', 'Comedy']",[],,10.0,0.0,75.0
Dou Hun Wei Zhi Xuan Yue Qiyuan V,52378,ONA,['Unknown'],fall,2021.0,,Original,"['Adventure', 'Fantasy']",[],,13.0,0.0,72.0
Wotaku ni Koi wa Muzukashii OVA,38349,OVA,"['A-1 Pictures', 'Lapin Track']",fall,2021.0,,Web manga,['Romance'],[],,3.0,7.94,184000.0
Given: Uragawa no Sonzai,49053,OVA,['Lerche'],fall,2021.0,,Manga,"['Boys Love', 'Drama', 'Romance']",[],,1.0,8.15,73000.0
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,9874,OVA,['Unknown'],fall,2021.0,,Game,['Fantasy'],[],,0.0,7.21,37000.0
Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai,50161,OVA,['BreakBottle'],fall,2021.0,,Light novel,['Hentai'],[],,0.0,7.21,6300.0
Onaho Kyoushitsu: Joshi Zenin Ninshin Keikaku - The Animation,49524,OVA,['Studio 1st'],fall,2021.0,,Manga,['Hentai'],[],,1.0,7.2,5800.0
Girls Rush The Animation,49945,OVA,['Studio 1st'],fall,2021.0,,Manga,['Hentai'],[],,2.0,7.05,5500.0
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,40389,OVA,['Satelight'],fall,2021.0,,Original,"['Action', 'Drama', 'Sci-Fi']",[],,8.0,7.42,5400.0
Shishunki no Obenkyou,49944,OVA,['Studio 1st'],fall,2021.0,,Manga,['Hentai'],[],,0.0,7.36,5400.0
Hakuouki OVA (2021),49338,OVA,['Studio Deen'],fall,2021.0,,Visual novel,"['Action', 'Drama', 'Supernatural']","['Historical', 'Samurai']",Josei,3.0,7.03,5200.0
Chizuru-chan Kaihatsu Nikki,49295,OVA,['T-Rex'],fall,2021.0,,Manga,['Hentai'],[],,6.0,6.72,5100.0
Mama x Holic: Miwaku no Mama to Amaama Kankei - The Animation,49762,OVA,['Seven'],fall,2021.0,,Visual novel,['Hentai'],[],,2.0,7.09,4400.0
Papa Katsu!,49987,OVA,['Nur'],fall,2021.0,,Original,['Hentai'],[],,2.0,6.2,3400.0
Cosplay Change: Pure-kei Joshidaisei no Kiken na Seiheki,49943,OVA,['Mousou Senka'],fall,2021.0,,Manga,['Hentai'],[],,4.0,5.46,3100.0
Konbini Shoujo Z,42383,OVA,['Suzuki Mirano'],fall,2021.0,,Visual novel,['Hentai'],[],,4.0,6.04,3000.0
Taimanin Shiranui: Inyoku no Dorei Shoufu,50251,OVA,['Teatro Nishi Tokyo Studio'],fall,2021.0,,Visual novel,['Hentai'],[],,1.0,5.82,2700.0
Zoku Oujo & Onna Kishi W Do Gehin Roshutsu: Chijoku no Misemono Dorei,49760,OVA,['Anime Antenna Iinkai'],fall,2021.0,,Visual novel,['Hentai'],[],,2.0,5.34,2200.0
Jujutsu Kaisen 0 Movie,48561,Movie,['MAPPA'],fall,2021.0,,Manga,"['Action', 'Fantasy']",['School'],Shounen,1.0,8.49,618000.0
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,42916,Movie,['A-1 Pictures'],fall,2021.0,,Light novel,"['Action', 'Adventure', 'Fantasy']",[],,1.0,8.01,210000.0
Ai no Utagoe wo Kikasete,42847,Movie,['J.C.Staff'],fall,2021.0,,Original,"['Drama', 'Sci-Fi']",[],,1.0,7.77,75000.0
Summer Ghost,48171,Movie,['Flat Studio'],fall,2021.0,,Mixed media,['Supernatural'],[],,1.0,7.85,64000.0
Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,48780,Movie,['CloverWorks'],fall,2021.0,,Manga,"['Boys Love', 'Comedy', 'Drama']",[],,1.0,7.73,29000.0
Kamiarizuki no Kodomo,41877,Movie,['LIDENFILMS'],fall,2021.0,,Original,['Mystery'],[],,1.0,6.47,17000.0
Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,35136,Movie,['Bones'],fall,2021.0,,Original,"['Adventure', 'Drama', 'Sci-Fi']",[],,1.0,6.6,12000.0
Macross Δ Movie 2: Zettai Live!!!,38373,Movie,['Satelight'],fall,2021.0,,Original,"['Action', 'Sci-Fi']",[],,1.0,7.55,6500.0
Aria the Benedizione,48411,Movie,['J.C.Staff'],fall,2021.0,,Manga,"['Fantasy', 'Sci-Fi', 'Slice of Life']",['Iyashikei'],Shounen,1.0,7.94,5600.0
Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,49402,Movie,"['Production I.G', 'Sola Digital Arts']",fall,2021.0,,Manga,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Military']",Seinen,1.0,6.45,4900.0
Hula Fulla Dance,43762,Movie,['Bandai Namco Pictures'],fall,2021.0,,Original,[],[],,1.0,6.2,3600.0
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,41814,Movie,"['I.Gzwei', 'Production I.G']",fall,2021.0,,Original,"['Action', 'Drama', 'Sci-Fi']",[],,3.0,7.36,2700.0
Gekijou Tanpen Macross Frontier: Toki no Meikyuu,47409,Movie,['Satelight'],fall,2021.0,,Original,"['Action', 'Romance', 'Sci-Fi']",[],,1.0,6.96,2200.0
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,49426,Movie,['Toei Animation'],fall,2021.0,,Original,"['Action', 'Fantasy']",['Mahou Shoujo'],Shoujo,1.0,6.87,1700.0
Argonavis Movie: Ryuusei no Obligato,49471,Movie,['SANZIGEN'],fall,2021.0,,Mixed media,['Drama'],[],,1.0,0.0,1400.0
Ikuta no Kita,50427,Movie,"['Yamamura Animation, Inc.']",fall,2021.0,,Other,"['Adventure', 'Award Winning', 'Fantasy', 'Suspense']",[],,1.0,6.34,1100.0
Uchuu no Hou: Erohim-hen,48951,Movie,['HS Pictures Studio'],fall,2021.0,,Original,['Sci-Fi'],[],,1.0,0.0,761.0
Sumikko Gurashi Movie 2,43780,Movie,['Fanworks'],fall,2021.0,,Other,['Comedy'],[],,1.0,0.0,686.0
Tae-il,50326,Movie,['Myung Films'],fall,2021.0,,Original,"['Drama', 'Slice of Life']",[],,1.0,0.0,325.0
"Youkai Watch ♪ Movie 7: Keita to Orecchi no Deai Hen da Nyan ♪ Wa, Watakushi mo ♪♪",50191,Movie,['OLM'],fall,2021.0,,Game,"['Comedy', 'Supernatural']",['Mythology'],Kids,1.0,0.0,321.0
Pukkulapottas to Mori no Jikan,51071,Movie,['Tecarat'],fall,2021.0,,Original,"['Award Winning', 'Slice of Life']",[],,1.0,0.0,273.0
Mazica Party Movie,50282,Movie,['Unknown'],fall,2021.0,,Original,['Fantasy'],[],,1.0,0.0,219.0
Riku wa Yowakunai,48703,Movie,"['Jumonji', 'Kachidoki Studio']",fall,2021.0,,Picture book,['Drama'],['Pets'],Kids,1.0,0.0,197.0
Yukidoke wo Kiite,50064,Movie,['Unknown'],fall,2021.0,,Original,[],[],,1.0,0.0,188.0
Xiong Shi Shaonian,52769,Movie,['Unknown'],fall,2021.0,,Original,"['Comedy', 'Drama', 'Fantasy']",[],,1.0,0.0,127.0
Zhu Dike: Lanhai Gi Yuan,50321,Movie,['Unknown'],fall,2021.0,,Original,['Adventure'],[],,1.0,0.0,90.0
Zhuan A,52855,Movie,['Unknown'],fall,2021.0,,Original,['Slice of Life'],[],,1.0,0.0,78.0
Goku Yoru,52716,Movie,['Unknown'],fall,2021.0,,Original,['Drama'],[],,1.0,0.0,63.0
Nomino Sukune,51589,Movie,['Unknown'],fall,2021.0,,Original,['Avant Garde'],[],,1.0,0.0,63.0
"Otoppe Movie: Papa, Don't Cry",49434,Movie,['Unknown'],fall,2021.0,,,[],[],,1.0,0.0,57.0
Mahouka Koukou no Rettousei: Tsuioku-hen,48375,Special,['8bit'],fall,2021.0,,Light novel,"['Sci-Fi', 'Supernatural']",[],,1.0,7.71,72000.0
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,49361,Special,['TROYCA'],fall,2021.0,,Light novel,"['Fantasy', 'Mystery', 'Supernatural']",[],,1.0,7.53,21000.0
Violet Evergarden: Recollections,53672,Special,['Kyoto Animation'],fall,2021.0,,Light novel,"['Drama', 'Fantasy']",[],,1.0,7.82,17000.0
86 Part 2 Recaps,50475,Special,['A-1 Pictures'],fall,2021.0,,Light novel,"['Action', 'Drama', 'Sci-Fi']",[],,2.0,6.59,15000.0
Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki,49869,Special,['AtelierPontdarc'],fall,2021.0,,Web manga,"['Comedy', 'Ecchi']",[],,1.0,6.44,13000.0
Sorairo Utility,50209,Special,['Yostar Pictures'],fall,2021.0,,Original,['Sports'],[],,1.0,6.53,13000.0
One Piece: Barto no Himitsu no Heya!,50696,Special,['Toei Animation'],fall,2021.0,,Manga,['Comedy'],[],,2.0,6.26,12000.0
Getsuyoubi no Tawawa 2 Special,49866,Special,['Yokohama Animation Lab'],fall,2021.0,,Other,"['Slice of Life', 'Ecchi']",[],,1.0,6.67,11000.0
Saihate no Paladin: Michiyuki,50474,Special,"[""Children's Playground Entertainment""]",fall,2021.0,,Light novel,"['Action', 'Adventure', 'Fantasy']",[],,1.0,5.63,10000.0
Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,50770,Special,['Bones'],fall,2021.0,,Manga,['Supernatural'],[],,1.0,6.85,6100.0
Lupin III: Part 6 - Jidai,50094,Special,['TMS Entertainment'],fall,2021.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Mystery']",['Adult Cast'],Seinen,1.0,7.32,5300.0
Girls & Panzer: Saishuushou Part 3 Specials,49690,Special,['Actas'],fall,2021.0,,Original,['Comedy'],[],,2.0,7.22,4900.0
Umayon Shinsaku Short Anime,52751,Special,"['DMM.futureworks', 'W-Toon Studio']",fall,2021.0,,4-koma manga,['Comedy'],[],,12.0,6.41,394.0
Keroro Gunsou x No More Eiga Dorobou,50662,Special,['Unknown'],fall,2021.0,,,['Comedy'],[],,1.0,0.0,225.0
Hentatsu (TV): Oomisoka Tokubetsu-ban,50691,Special,['Unknown'],fall,2021.0,,Original,['Comedy'],[],,1.0,0.0,53.0
Kimetsu no Yaiba: Yuukaku-hen,47778,TV (New),['ufotable'],winter,2022.0,,Manga,"['Action', 'Fantasy']",['Historical'],Shounen,11.0,8.82,1100000.0
Shingeki no Kyojin: The Final Season Part 2,48583,TV (New),['MAPPA'],winter,2022.0,,Manga,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",Shounen,12.0,8.78,1000000.0
Sono Bisque Doll wa Koi wo Suru,48736,TV (New),['CloverWorks'],winter,2022.0,,Manga,"['Romance', 'Slice of Life']","['Otaku Culture', 'School']",Seinen,12.0,8.27,855000.0
Arifureta Shokugyou de Sekai Saikyou 2nd Season,40507,TV (New),"['asread.', 'studio MOTHER']",winter,2022.0,,Light novel,"['Action', 'Adventure', 'Fantasy']",[],,12.0,7.19,322000.0
Tensai Ouji no Akaji Kokka Saisei Jutsu,47159,TV (New),['Yokohama Animation Lab'],winter,2022.0,,Light novel,"['Comedy', 'Fantasy']",[],,12.0,7.4,232000.0
Vanitas no Karte Part 2,49114,TV (New),['Bones'],winter,2022.0,,Manga,['Supernatural'],"['Historical', 'Vampire']",Shounen,12.0,8.21,227000.0
Shuumatsu no Harem,41946,TV (New),"['AXsiZ', 'Studio Gokumi']",winter,2022.0,,Manga,"['Sci-Fi', 'Ecchi']",['Harem'],Shounen,11.0,5.97,227000.0
Sabikui Bisco,48414,TV (New),"['NAZ', 'OZ']",winter,2022.0,,Light novel,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",[],,12.0,7.18,221000.0
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,49930,TV (New),['J.C.Staff'],winter,2022.0,,Light novel,"['Action', 'Fantasy', 'Romance']",[],,13.0,7.45,204000.0
Shikkakumon no Saikyou Kenja,47161,TV (New),['J.C.Staff'],winter,2022.0,,Light novel,"['Action', 'Adventure', 'Fantasy']",[],,12.0,6.22,203000.0
Karakai Jouzu no Takagi-san 3,49721,TV (New),['Shin-Ei Animation'],winter,2022.0,,Manga,['Comedy'],"['Iyashikei', 'Romantic Subtext', 'School']",Shounen,12.0,8.45,159000.0
Akebi-chan no Sailor-fuku,48553,TV (New),['CloverWorks'],winter,2022.0,,Web manga,['Slice of Life'],[],,12.0,7.71,157000.0
Sasaki to Miyano,44055,TV (New),['Studio Deen'],winter,2022.0,,Web manga,"['Boys Love', 'Slice of Life']",[],,12.0,8.24,153000.0
Koroshi Ai,44516,TV (New),['Platinum Vision'],winter,2022.0,,Manga,"['Action', 'Romance']","['Adult Cast', 'Organized Crime']",Josei,12.0,6.9,145000.0
Fantasy Bishoujo Juniku Ojisan to,48997,TV (New),['OLM Team Yoshioka'],winter,2022.0,,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",[],,12.0,7.17,144000.0
Leadale no Daichi nite,48239,TV (New),['Maho Film'],winter,2022.0,,Light novel,"['Adventure', 'Fantasy']",[],,12.0,6.94,135000.0
Princess Connect! Re:Dive Season 2,42670,TV (New),['CygamesPictures'],winter,2022.0,,Game,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",[],,12.0,7.84,111000.0
Kenja no Deshi wo Nanoru Kenja,42072,TV (New),['Studio A-CAT'],winter,2022.0,,Light novel,"['Adventure', 'Fantasy']",[],,12.0,6.3,104000.0
Orient,45560,TV (New),['A.C.G.T.'],winter,2022.0,,Manga,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Samurai']",Shounen,12.0,6.59,98000.0
Heike Monogatari,49738,TV (New),['Science SARU'],winter,2022.0,,Book,['Drama'],[],,11.0,7.77,70000.0
Ryman's Club,50185,TV (New),['LIDENFILMS'],winter,2022.0,,Original,['Sports'],[],,12.0,7.38,66000.0
Tokyo 24-ku,50204,TV (New),['CloverWorks'],winter,2022.0,,Original,"['Mystery', 'Sci-Fi']",[],,12.0,6.35,59000.0
Slow Loop,45425,TV (New),['Connect'],winter,2022.0,,Manga,"['Gourmet', 'Slice of Life']",[],,12.0,7.24,55000.0
Baraou no Souretsu,42892,TV (New),['J.C.Staff'],winter,2022.0,,Manga,"['Action', 'Drama', 'Supernatural']",['Historical'],Shoujo,24.0,6.32,54000.0
Kaijin Kaihatsu-bu no Kuroitsu-san,49385,TV (New),['Quad'],winter,2022.0,,Web manga,"['Comedy', 'Fantasy']",[],,12.0,6.74,50000.0
Hakozume: Kouban Joshi no Gyakushuu,49519,TV (New),['Madhouse'],winter,2022.0,,Manga,"['Comedy', 'Slice of Life']","['Adult Cast', 'Detective', 'Workplace']",Seinen,13.0,7.18,48000.0
Dolls' Frontline,46604,TV (New),['Asahi Production'],winter,2022.0,,Game,"['Action', 'Drama', 'Sci-Fi']",[],,12.0,5.88,46000.0
Tribe Nine,49969,TV (New),['LIDENFILMS'],winter,2022.0,,Mixed media,"['Sci-Fi', 'Sports']",[],,12.0,6.07,41000.0
Futsal Boys!!!!!,40488,TV (New),['Diomedéa'],winter,2022.0,,Mixed media,['Sports'],[],,12.0,5.47,30000.0
Cue!,43735,TV (New),"['Graphinica', 'Yumeta Company']",winter,2022.0,,Game,[],[],,24.0,6.81,24000.0
Gensou Sangokushi: Tengen Reishinki,49514,TV (New),['Geek Toys'],winter,2022.0,,Game,['Fantasy'],[],,12.0,5.31,20000.0
Shenmue the Animation,42808,TV (New),['Telecom Animation Film'],winter,2022.0,,Game,"['Action', 'Adventure']",[],,13.0,6.69,19000.0
Saiyuuki Reload: Zeroin,45783,TV (New),['LIDENFILMS'],winter,2022.0,,Manga,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",['Mythology'],Josei,13.0,6.6,12000.0
Irodorimidori,50267,TV (New),['Akatsuki'],winter,2022.0,,Game,['Slice of Life'],[],,8.0,5.75,8800.0
Yami Shibai 10,50599,TV (New),['ILCA'],winter,2022.0,,Original,"['Avant Garde', 'Horror', 'Supernatural']",[],,13.0,6.14,7900.0
Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,49780,TV (New),['Lapin Track'],winter,2022.0,,Web manga,['Comedy'],[],,24.0,5.72,7700.0
Delicious Party♡Precure,50281,TV (New),['Toei Animation'],winter,2022.0,,Original,"['Action', 'Fantasy']",[],,45.0,7.13,7700.0
Sabiiro no Armor: Reimei,39917,TV (New),['Kigumi'],winter,2022.0,,Mixed media,['Action'],[],,12.0,3.85,5700.0
On Air Dekinai!,50285,TV (New),"['Jinnan Studio', 'Space Neko Company']",winter,2022.0,,Manga,['Comedy'],[],,12.0,5.9,2300.0
Ninjala (TV),50418,TV (New),['OLM'],winter,2022.0,,Game,['Action'],[],,0.0,5.61,2100.0
Garugaku. II: Lucky Stars,50495,TV (New),['OLM'],winter,2022.0,,Mixed media,[],[],,50.0,0.0,1200.0
Teikou Penguin,50522,TV (New),['Unknown'],winter,2022.0,,Manga,[],[],,0.0,0.0,685.0
Baby-Hamitang,50681,TV (New),['Robot Communications'],winter,2022.0,,Original,[],['Educational'],Kids,6.0,0.0,281.0
Akachan Honbuchou 2nd Season,51132,TV (New),['Tomovies'],winter,2022.0,,Manga,['Comedy'],['Workplace'],Seinen,8.0,0.0,237.0
I Love Me,51154,TV (New),['Unknown'],winter,2022.0,,Original,[],[],,3.0,0.0,193.0
Titipo Titipo 3,51755,TV (New),['Unknown'],winter,2022.0,,,[],['Racing'],Kids,26.0,0.0,175.0
Akikan no Tuna,52076,TV (New),['dwarf'],winter,2022.0,,Original,['Comedy'],[],,0.0,0.0,141.0
Akachan Honbuchou 3rd Season,51997,TV (New),['Tomovies'],winter,2022.0,,Manga,['Comedy'],['Workplace'],Seinen,10.0,0.0,133.0
Zannen na Ikimono Jiten (2022),52053,TV (New),['Unknown'],winter,2022.0,,Picture book,['Comedy'],[],,5.0,0.0,132.0
Beuledeu Ibalso 3,53372,TV (New),['Unknown'],winter,2022.0,,Original,"['Comedy', 'Fantasy']",['Anthropomorphic'],Kids,25.0,0.0,64.0
Poporisu & Friends,53830,TV (New),['Studio A. Craft'],winter,2022.0,,Original,['Slice of Life'],[],,0.0,0.0,51.0
One Piece,21,TV (Continuing),['Toei Animation'],winter,2022.0,,Manga,"['Action', 'Adventure', 'Fantasy']",[],,0.0,8.68,2100000.0
Boruto: Naruto Next Generations,34566,TV (Continuing),['Pierrot'],winter,2022.0,,Manga,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],Shounen,0.0,5.73,803000.0
Ousama Ranking,40834,TV (Continuing),['Wit Studio'],winter,2022.0,,Web manga,"['Adventure', 'Fantasy']",[],,23.0,8.57,523000.0
86 Part 2,48569,TV (Continuing),['A-1 Pictures'],winter,2022.0,,Light novel,"['Action', 'Drama', 'Sci-Fi']",[],,12.0,8.71,389000.0
Platinum End,44961,TV (Continuing),['Signal.MD'],winter,2022.0,,Manga,"['Drama', 'Supernatural', 'Suspense']","['Mythology', 'Psychological', 'Survival']",Shounen,24.0,6.08,355000.0
Detective Conan,235,TV (Continuing),['TMS Entertainment'],winter,2022.0,,Manga,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen,0.0,8.17,325000.0
Shaman King (2021),42205,TV (Continuing),['Bridge'],winter,2022.0,,Manga,"['Adventure', 'Comedy', 'Supernatural']",['Super Power'],Shounen,52.0,6.89,240000.0
